policy_id,claim_id,accident_date,accident_year,development_year,claim_amount,claim_status,,,,,,,,,,,,,,
58454,5157,31-03-2022,2022,1,190587,Closed,,,,,,,,,,,,,,
58468,5158,15-03-2024,2024,1,16388,Open,,,,,,,,,,,,,,
58473,5159,19-09-2023,2023,0,20649,Closed,,,,,,,,,,,,,,
58495,5160,14-09-2023,2023,2,247219,Closed,,,,,,,,,,,,,,
58512,5161,17-03-2022,2022,2,239265,Closed,,,,,,,,,,,,,,
58522,5163,17-06-2022,2022,1,84011,Closed,,,,,,,,,,,,,,
58522,5162,25-10-2021,2021,4,268002,Open,,,,,,,,,,,,,,
58532,5164,06-11-2023,2023,2,42449,Closed,,,,,,,,,,,,,,
58544,5165,18-05-2019,2019,1,47092,Closed,,,,,,,,,,,,,,
58547,5166,07-01-2020,2020,1,139101,Open,,,,,,,,,,,,,,
58572,5167,08-12-2024,2024,0,255403,Open,,,,,,,,,,,,,,
58584,5168,05-03-2020,2020,4,186619,Closed,,,,,,,,,,,,,,
58585,5169,01-02-2025,2025,0,100571,Closed,,,,,,,,,,,,,,
58628,5171,24-12-2018,2018,3,126694,Closed,,,,,,,,,,,,,,
58628,5170,26-07-2018,2018,2,535091,Open,,,,,,,,,,,,,,
58629,5172,29-04-2019,2019,1,258326,Closed,,,,,,,,,,,,,,
58650,5173,20-07-2019,2019,0,203360,Closed,,,,,,,,,,,,,,
58690,5174,17-01-2019,2019,1,251084,Closed,,,,,,,,,,,,,,
58705,5175,07-01-2023,2023,1,30345,Closed,,,,,,,,,,,,,,
58705,5176,01-11-2022,2022,0,20497,Closed,,,,,,,,,,,,,,
58706,5177,19-06-2023,2023,1,253229,Closed,,,,,,,,,,,,,,
58707,5178,29-10-2023,2023,0,82443,Closed,,,,,,,,,,,,,,
58710,5179,25-02-2022,2022,0,70724,Open,,,,,,,,,,,,,,
58720,5180,10-07-2025,2025,0,180402,Closed,,,,,,,,,,,,,,
58726,5181,08-02-2023,2023,1,91541,Open,,,,,,,,,,,,,,
58746,5182,01-03-2020,2020,0,40295,Closed,,,,,,,,,,,,,,
58764,5183,04-12-2022,2022,3,71688,Open,,,,,,,,,,,,,,
58766,5184,09-06-2022,2022,3,83020,Closed,,,,,,,,,,,,,,
58776,5185,30-09-2025,2025,0,23349,Open,,,,,,,,,,,,,,
58807,5186,08-08-2023,2023,1,322657,Closed,,,,,,,,,,,,,,
58816,5187,30-05-2023,2023,0,130519,Closed,,,,,,,,,,,,,,
58827,5188,10-09-2023,2023,2,44201,Open,,,,,,,,,,,,,,
58846,5189,14-06-2024,2024,0,42571,Open,,,,,,,,,,,,,,
58855,5191,15-04-2022,2022,3,867150,Closed,,,,,,,,,,,,,,
58855,5190,03-09-2021,2021,1,118105,Closed,,,,,,,,,,,,,,
58858,5192,24-04-2023,2023,2,90619,Open,,,,,,,,,,,,,,
58887,5193,03-02-2024,2024,0,29285,Open,,,,,,,,,,,,,,
58895,5194,25-02-2022,2022,1,26392,Open,,,,,,,,,,,,,,
58895,5195,05-04-2022,2022,3,11158,Open,,,,,,,,,,,,,,
58901,5196,12-09-2018,2018,0,300966,Closed,,,,,,,,,,,,,,
58912,5197,21-07-2018,2018,2,21781,Closed,,,,,,,,,,,,,,
58914,5198,27-01-2022,2022,0,82404,Closed,,,,,,,,,,,,,,
58933,5199,31-12-2023,2023,0,19493,Open,,,,,,,,,,,,,,
58943,5200,26-11-2020,2020,1,52676,Closed,,,,,,,,,,,,,,
58953,5201,30-06-2022,2022,3,10206,Closed,,,,,,,,,,,,,,
59002,5202,26-04-2019,2019,4,13032,Closed,,,,,,,,,,,,,,
59007,5203,01-07-2025,2025,0,513609,Closed,,,,,,,,,,,,,,
59008,5204,21-09-2022,2022,0,509507,Closed,,,,,,,,,,,,,,
59047,5205,29-04-2020,2020,3,180128,Closed,,,,,,,,,,,,,,
59051,5206,17-12-2020,2020,0,45666,Closed,,,,,,,,,,,,,,
59071,5207,20-01-2022,2022,0,248477,Closed,,,,,,,,,,,,,,
59086,5208,16-04-2019,2019,1,122656,Closed,,,,,,,,,,,,,,
59099,5209,06-07-2019,2019,3,90110,Closed,,,,,,,,,,,,,,
59104,5210,22-09-2018,2018,1,175110,Closed,,,,,,,,,,,,,,
59104,5211,25-12-2018,2018,5,104405,Closed,,,,,,,,,,,,,,
59105,5212,30-09-2021,2021,3,76798,Open,,,,,,,,,,,,,,
59107,5213,07-07-2024,2024,0,94658,Open,,,,,,,,,,,,,,
59113,5214,05-02-2022,2022,1,4841,Closed,,,,,,,,,,,,,,
59123,5215,26-12-2024,2024,1,197229,Open,,,,,,,,,,,,,,
59143,5216,05-04-2020,2020,0,147700,Closed,,,,,,,,,,,,,,
59153,5217,08-04-2021,2021,0,84654,Closed,,,,,,,,,,,,,,
59197,5218,15-01-2022,2022,2,8946,Closed,,,,,,,,,,,,,,
59198,5219,21-05-2022,2022,1,169708,Closed,,,,,,,,,,,,,,
59199,5220,30-01-2022,2022,3,181090,Open,,,,,,,,,,,,,,
59223,5221,13-10-2018,2018,5,5854,Closed,,,,,,,,,,,,,,
59240,5222,19-06-2019,2019,4,127078,Closed,,,,,,,,,,,,,,
59244,5223,24-07-2023,2023,2,132662,Closed,,,,,,,,,,,,,,
59296,5224,11-03-2020,2020,3,44838,Closed,,,,,,,,,,,,,,
59297,5225,05-06-2020,2020,0,129651,Closed,,,,,,,,,,,,,,
59298,5226,30-11-2019,2019,6,67547,Open,,,,,,,,,,,,,,
59307,5227,27-08-2024,2024,1,54485,Open,,,,,,,,,,,,,,
59318,5228,05-03-2020,2020,1,75785,Closed,,,,,,,,,,,,,,
59331,5229,03-05-2019,2019,4,27371,Closed,,,,,,,,,,,,,,
59335,5230,01-01-2025,2025,0,18097,Open,,,,,,,,,,,,,,
59336,5231,12-12-2018,2018,5,28386,Open,,,,,,,,,,,,,,
59346,5232,09-10-2019,2019,6,84638,Closed,,,,,,,,,,,,,,
59357,5233,11-01-2020,2020,1,71833,Closed,,,,,,,,,,,,,,
59360,5234,28-11-2024,2024,1,118053,Open,,,,,,,,,,,,,,
59361,5235,02-01-2022,2022,2,45533,Closed,,,,,,,,,,,,,,
59376,5236,26-02-2023,2023,1,66550,Closed,,,,,,,,,,,,,,
59383,5237,04-08-2022,2022,0,128462,Closed,,,,,,,,,,,,,,
59403,5238,08-10-2019,2019,5,115888,Closed,,,,,,,,,,,,,,
59441,5239,31-05-2024,2024,0,123699,Open,,,,,,,,,,,,,,
59462,5240,07-12-2024,2024,1,40736,Closed,,,,,,,,,,,,,,
59469,5241,23-06-2023,2023,2,46275,Closed,,,,,,,,,,,,,,
59470,5242,13-11-2024,2024,0,473934,Open,,,,,,,,,,,,,,
59479,5243,25-02-2018,2018,3,19813,Closed,,,,,,,,,,,,,,
59482,5244,18-05-2020,2020,3,134017,Closed,,,,,,,,,,,,,,
59484,5245,31-05-2020,2020,2,79742,Open,,,,,,,,,,,,,,
59504,5246,02-02-2024,2024,1,35446,Open,,,,,,,,,,,,,,
59516,5247,29-11-2023,2023,0,20971,Closed,,,,,,,,,,,,,,
59519,5248,25-09-2022,2022,1,108456,Open,,,,,,,,,,,,,,
59538,5249,21-01-2024,2024,0,58418,Open,,,,,,,,,,,,,,
59538,5250,26-05-2024,2024,1,622518,Closed,,,,,,,,,,,,,,
59540,5251,15-04-2023,2023,0,431825,Closed,,,,,,,,,,,,,,
59547,5252,30-05-2023,2023,1,92567,Closed,,,,,,,,,,,,,,
59552,5253,06-05-2024,2024,1,116565,Closed,,,,,,,,,,,,,,
59576,5254,08-08-2020,2020,5,65340,Closed,,,,,,,,,,,,,,
59580,5255,12-12-2018,2018,0,8707,Closed,,,,,,,,,,,,,,
59609,5256,08-05-2022,2022,0,226902,Closed,,,,,,,,,,,,,,
59622,5257,23-11-2023,2023,1,381429,Open,,,,,,,,,,,,,,
59625,5258,29-01-2023,2023,1,98006,Closed,,,,,,,,,,,,,,
59639,5259,27-12-2019,2019,2,15896,Closed,,,,,,,,,,,,,,
59648,5260,01-06-2022,2022,1,48022,Closed,,,,,,,,,,,,,,
59659,5261,17-10-2024,2024,0,60645,Closed,,,,,,,,,,,,,,
59672,5262,13-11-2019,2019,4,102773,Closed,,,,,,,,,,,,,,
59680,5263,14-05-2021,2021,1,41636,Closed,,,,,,,,,,,,,,
59692,5264,14-10-2019,2019,1,38585,Closed,,,,,,,,,,,,,,
59705,5265,25-04-2024,2024,1,46603,Closed,,,,,,,,,,,,,,
59709,5266,09-04-2021,2021,4,187591,Closed,,,,,,,,,,,,,,
59719,5267,03-02-2020,2020,2,4403,Closed,,,,,,,,,,,,,,
59730,5268,30-10-2021,2021,4,234115,Open,,,,,,,,,,,,,,
59733,5269,04-09-2023,2023,0,76980,Closed,,,,,,,,,,,,,,
59743,5270,15-05-2024,2024,1,117498,Closed,,,,,,,,,,,,,,
59743,5271,23-09-2023,2023,2,758989,Closed,,,,,,,,,,,,,,
59744,5272,26-02-2023,2023,2,66349,Open,,,,,,,,,,,,,,
59750,5273,26-05-2022,2022,0,177981,Open,,,,,,,,,,,,,,
59763,5274,12-10-2018,2018,1,27552,Closed,,,,,,,,,,,,,,
59765,5275,07-10-2022,2022,2,126578,Open,,,,,,,,,,,,,,
59768,5276,18-07-2025,2025,0,65899,Open,,,,,,,,,,,,,,
59785,5277,29-10-2024,2024,0,63372,Open,,,,,,,,,,,,,,
59791,5278,12-11-2022,2022,2,12723,Closed,,,,,,,,,,,,,,
59807,5279,30-01-2019,2019,1,1107274,Closed,,,,,,,,,,,,,,
59823,5280,29-04-2021,2021,0,588488,Open,,,,,,,,,,,,,,
59828,5281,26-10-2024,2024,1,11000,Open,,,,,,,,,,,,,,
59858,5282,10-08-2018,2018,7,144866,Closed,,,,,,,,,,,,,,
59862,5283,24-04-2024,2024,1,114507,Closed,,,,,,,,,,,,,,
59879,5284,19-07-2022,2022,1,86814,Closed,,,,,,,,,,,,,,
59892,5285,20-04-2018,2018,7,182980,Closed,,,,,,,,,,,,,,
59898,5286,08-02-2025,2025,0,116897,Open,,,,,,,,,,,,,,
59902,5287,12-01-2021,2021,4,155054,Closed,,,,,,,,,,,,,,
59912,5288,08-03-2022,2022,2,288243,Open,,,,,,,,,,,,,,
59916,5289,19-04-2020,2020,3,15896,Closed,,,,,,,,,,,,,,
59924,5290,01-12-2022,2022,1,118019,Open,,,,,,,,,,,,,,
59943,5291,14-07-2024,2024,1,394745,Open,,,,,,,,,,,,,,
59948,5292,24-09-2021,2021,1,35287,Closed,,,,,,,,,,,,,,
59948,5293,19-02-2021,2021,0,239540,Closed,,,,,,,,,,,,,,
59954,5294,17-09-2024,2024,1,104748,Closed,,,,,,,,,,,,,,
59968,5295,30-01-2021,2021,0,83772,Open,,,,,,,,,,,,,,
59968,5296,19-02-2021,2021,4,257266,Closed,,,,,,,,,,,,,,
59979,5297,27-06-2021,2021,1,12557,Open,,,,,,,,,,,,,,
59984,5298,07-02-2021,2021,1,2699,Closed,,,,,,,,,,,,,,
59985,5299,01-07-2023,2023,2,31566,Open,,,,,,,,,,,,,,
59999,5300,07-08-2022,2022,3,74750,Closed,,,,,,,,,,,,,,
60000,5301,25-08-2018,2018,5,69515,Closed,,,,,,,,,,,,,,
60002,5302,27-03-2019,2019,4,60102,Closed,,,,,,,,,,,,,,
60011,5303,11-01-2021,2021,0,413642,Open,,,,,,,,,,,,,,
60018,5304,21-10-2020,2020,2,7709,Closed,,,,,,,,,,,,,,
60030,5305,11-12-2018,2018,4,32938,Closed,,,,,,,,,,,,,,
60032,5306,03-05-2020,2020,2,26261,Closed,,,,,,,,,,,,,,
60041,5307,03-03-2023,2023,0,46004,Closed,,,,,,,,,,,,,,
60071,5308,24-05-2021,2021,2,259303,Closed,,,,,,,,,,,,,,
60083,5309,26-10-2020,2020,3,77484,Open,,,,,,,,,,,,,,
60124,5310,07-05-2020,2020,2,126868,Open,,,,,,,,,,,,,,
60126,5311,23-01-2023,2023,1,177665,Closed,,,,,,,,,,,,,,
60129,5312,06-03-2020,2020,0,534343,Closed,,,,,,,,,,,,,,
60149,5313,04-06-2021,2021,0,38881,Closed,,,,,,,,,,,,,,
60150,5314,27-08-2022,2022,0,579362,Closed,,,,,,,,,,,,,,
60153,5315,20-11-2018,2018,3,17741,Closed,,,,,,,,,,,,,,
60175,5316,12-01-2022,2022,1,55087,Closed,,,,,,,,,,,,,,
60177,5317,21-03-2024,2024,1,26126,Open,,,,,,,,,,,,,,
60179,5318,14-11-2022,2022,3,132013,Closed,,,,,,,,,,,,,,
60187,5319,13-10-2023,2023,1,37680,Closed,,,,,,,,,,,,,,
60208,5320,25-12-2018,2018,1,204623,Closed,,,,,,,,,,,,,,
60214,5321,22-03-2023,2023,0,12149,Open,,,,,,,,,,,,,,
60217,5322,25-07-2023,2023,0,73799,Open,,,,,,,,,,,,,,
60218,5323,08-01-2020,2020,0,74839,Closed,,,,,,,,,,,,,,
60228,5324,19-04-2023,2023,1,95565,Closed,,,,,,,,,,,,,,
60229,5325,02-07-2019,2019,6,105461,Closed,,,,,,,,,,,,,,
60243,5326,03-08-2024,2024,0,37992,Closed,,,,,,,,,,,,,,
60250,5327,10-01-2023,2023,1,135116,Open,,,,,,,,,,,,,,
60261,5328,25-10-2019,2019,1,42787,Closed,,,,,,,,,,,,,,
60269,5329,26-07-2020,2020,4,18685,Closed,,,,,,,,,,,,,,
60289,5330,12-03-2022,2022,2,49629,Closed,,,,,,,,,,,,,,
60294,5331,24-12-2023,2023,0,25367,Open,,,,,,,,,,,,,,
60296,5332,25-05-2023,2023,2,108960,Open,,,,,,,,,,,,,,
60298,5333,19-09-2021,2021,2,157383,Open,,,,,,,,,,,,,,
60302,5334,26-08-2022,2022,1,51780,Closed,,,,,,,,,,,,,,
60324,5335,08-10-2020,2020,5,35754,Closed,,,,,,,,,,,,,,
60353,5336,11-04-2019,2019,1,56715,Closed,,,,,,,,,,,,,,
60353,5337,09-02-2019,2019,6,150669,Closed,,,,,,,,,,,,,,
60412,5338,21-02-2024,2024,0,300640,Open,,,,,,,,,,,,,,
60413,5339,28-03-2023,2023,1,45890,Closed,,,,,,,,,,,,,,
60421,5340,15-01-2022,2022,0,12913,Open,,,,,,,,,,,,,,
60424,5341,05-04-2020,2020,3,242753,Closed,,,,,,,,,,,,,,
60433,5342,30-12-2024,2024,1,72488,Open,,,,,,,,,,,,,,
60436,5343,20-04-2019,2019,2,83809,Closed,,,,,,,,,,,,,,
60445,5344,19-09-2022,2022,1,174330,Open,,,,,,,,,,,,,,
60452,5345,13-01-2023,2023,2,12144,Open,,,,,,,,,,,,,,
60453,5346,05-04-2022,2022,2,31555,Closed,,,,,,,,,,,,,,
60467,5347,30-12-2023,2023,2,30032,Closed,,,,,,,,,,,,,,
60508,5348,30-03-2018,2018,7,10929,Closed,,,,,,,,,,,,,,
60509,5349,03-10-2024,2024,0,28694,Closed,,,,,,,,,,,,,,
60519,5350,28-10-2018,2018,5,72165,Closed,,,,,,,,,,,,,,
60534,5351,07-05-2019,2019,2,203558,Closed,,,,,,,,,,,,,,
60549,5352,28-07-2020,2020,0,297348,Closed,,,,,,,,,,,,,,
60563,5353,24-01-2024,2024,1,352921,Open,,,,,,,,,,,,,,
60564,5354,04-10-2025,2025,0,21508,Closed,,,,,,,,,,,,,,
60567,5355,15-02-2025,2025,0,126486,Open,,,,,,,,,,,,,,
60585,5356,07-11-2020,2020,3,166779,Closed,,,,,,,,,,,,,,
60587,5357,26-03-2019,2019,1,1062618,Closed,,,,,,,,,,,,,,
60598,5358,18-08-2021,2021,0,58171,Closed,,,,,,,,,,,,,,
60607,5359,03-12-2023,2023,2,75910,Open,,,,,,,,,,,,,,
60609,5360,25-09-2022,2022,2,9065,Closed,,,,,,,,,,,,,,
60611,5361,28-02-2020,2020,0,128221,Closed,,,,,,,,,,,,,,
60628,5362,22-09-2018,2018,7,59854,Closed,,,,,,,,,,,,,,
60648,5363,15-01-2023,2023,1,36419,Closed,,,,,,,,,,,,,,
60669,5364,06-11-2019,2019,1,16301,Closed,,,,,,,,,,,,,,
60687,5365,11-03-2020,2020,0,12898,Closed,,,,,,,,,,,,,,
60696,5366,07-05-2021,2021,2,179563,Closed,,,,,,,,,,,,,,
60701,5367,28-07-2025,2025,0,114246,Open,,,,,,,,,,,,,,
60711,5368,19-08-2021,2021,3,33841,Open,,,,,,,,,,,,,,
60723,5369,19-05-2023,2023,1,87600,Closed,,,,,,,,,,,,,,
60734,5370,12-10-2023,2023,2,47712,Open,,,,,,,,,,,,,,
60737,5371,09-06-2022,2022,3,36243,Closed,,,,,,,,,,,,,,
60767,5372,11-10-2021,2021,2,28847,Open,,,,,,,,,,,,,,
60780,5373,04-06-2020,2020,0,51560,Closed,,,,,,,,,,,,,,
60804,5374,23-07-2022,2022,1,186533,Open,,,,,,,,,,,,,,
60807,5375,21-01-2023,2023,2,287297,Closed,,,,,,,,,,,,,,
60813,5376,09-08-2022,2022,3,11424,Open,,,,,,,,,,,,,,
60816,5377,26-02-2021,2021,3,68387,Open,,,,,,,,,,,,,,
60821,5378,19-03-2024,2024,1,70108,Open,,,,,,,,,,,,,,
60829,5379,30-12-2024,2024,1,129059,Closed,,,,,,,,,,,,,,
60849,5380,01-05-2019,2019,6,45182,Closed,,,,,,,,,,,,,,
60859,5381,28-02-2018,2018,5,24367,Closed,,,,,,,,,,,,,,
60872,5382,16-07-2022,2022,1,109790,Closed,,,,,,,,,,,,,,
60877,5383,25-12-2020,2020,1,142510,Closed,,,,,,,,,,,,,,
60880,5384,11-07-2022,2022,3,92222,Open,,,,,,,,,,,,,,
60883,5385,19-05-2018,2018,4,47964,Closed,,,,,,,,,,,,,,
60887,5386,18-12-2019,2019,6,116992,Closed,,,,,,,,,,,,,,
60905,5387,11-09-2021,2021,4,88718,Closed,,,,,,,,,,,,,,
60921,5388,04-03-2025,2025,0,96499,Open,,,,,,,,,,,,,,
60927,5389,21-01-2019,2019,2,33887,Closed,,,,,,,,,,,,,,
60932,5390,10-01-2022,2022,0,6683,Closed,,,,,,,,,,,,,,
60937,5391,12-11-2020,2020,3,40449,Open,,,,,,,,,,,,,,
60940,5392,03-01-2025,2025,0,58285,Open,,,,,,,,,,,,,,
60954,5393,27-04-2024,2024,0,61207,Closed,,,,,,,,,,,,,,
60959,5394,09-05-2019,2019,3,38742,Closed,,,,,,,,,,,,,,
60976,5395,15-06-2022,2022,2,19932,Open,,,,,,,,,,,,,,
60983,5396,12-09-2019,2019,6,89361,Open,,,,,,,,,,,,,,
60986,5397,17-05-2020,2020,2,60325,Closed,,,,,,,,,,,,,,
60989,5398,08-02-2024,2024,1,34495,Open,,,,,,,,,,,,,,
60996,5399,06-04-2024,2024,0,55235,Open,,,,,,,,,,,,,,
61006,5400,01-05-2020,2020,1,72826,Closed,,,,,,,,,,,,,,
61026,5401,01-12-2023,2023,2,165447,Closed,,,,,,,,,,,,,,
61067,5402,23-12-2022,2022,3,8703,Closed,,,,,,,,,,,,,,
61074,5403,20-12-2020,2020,2,145233,Closed,,,,,,,,,,,,,,
61090,5404,18-01-2021,2021,2,26895,Closed,,,,,,,,,,,,,,
61096,5405,07-10-2024,2024,1,176272,Open,,,,,,,,,,,,,,
61106,5406,24-07-2023,2023,0,218211,Open,,,,,,,,,,,,,,
61110,5407,04-01-2020,2020,1,89728,Closed,,,,,,,,,,,,,,
61124,5408,29-01-2024,2024,1,39760,Closed,,,,,,,,,,,,,,
61143,5409,01-11-2019,2019,5,39765,Closed,,,,,,,,,,,,,,
61159,5410,02-05-2024,2024,0,88872,Open,,,,,,,,,,,,,,
61167,5411,03-03-2022,2022,1,85847,Closed,,,,,,,,,,,,,,
61168,5412,04-10-2024,2024,0,76711,Closed,,,,,,,,,,,,,,
61203,5413,22-04-2020,2020,5,36986,Closed,,,,,,,,,,,,,,
61221,5414,12-10-2022,2022,2,173803,Open,,,,,,,,,,,,,,
61235,5415,15-09-2019,2019,4,130520,Closed,,,,,,,,,,,,,,
61236,5416,22-05-2020,2020,0,143508,Closed,,,,,,,,,,,,,,
61250,5417,15-05-2022,2022,1,97295,Open,,,,,,,,,,,,,,
61278,5418,16-10-2021,2021,0,160611,Closed,,,,,,,,,,,,,,
61283,5419,16-01-2022,2022,3,125390,Closed,,,,,,,,,,,,,,
61287,5420,28-09-2020,2020,3,73851,Closed,,,,,,,,,,,,,,
61297,5421,01-03-2024,2024,0,255715,Open,,,,,,,,,,,,,,
61299,5422,18-11-2024,2024,0,34650,Closed,,,,,,,,,,,,,,
61300,5423,29-12-2019,2019,3,49573,Closed,,,,,,,,,,,,,,
61309,5424,25-07-2024,2024,1,35762,Closed,,,,,,,,,,,,,,
61309,5425,08-09-2024,2024,0,314595,Closed,,,,,,,,,,,,,,
61321,5426,07-04-2023,2023,1,167244,Open,,,,,,,,,,,,,,
61323,5427,21-10-2020,2020,2,113231,Closed,,,,,,,,,,,,,,
61324,5428,21-05-2022,2022,0,152099,Open,,,,,,,,,,,,,,
61328,5429,02-08-2022,2022,1,72977,Closed,,,,,,,,,,,,,,
61333,5430,08-12-2022,2022,2,4975,Open,,,,,,,,,,,,,,
61347,5431,19-08-2018,2018,6,17930,Closed,,,,,,,,,,,,,,
61356,5432,29-09-2020,2020,4,16318,Closed,,,,,,,,,,,,,,
61384,5433,08-08-2025,2025,0,106919,Open,,,,,,,,,,,,,,
61399,5434,02-12-2021,2021,1,771441,Closed,,,,,,,,,,,,,,
61400,5435,06-01-2025,2025,0,74881,Open,,,,,,,,,,,,,,
61401,5436,28-07-2024,2024,1,476586,Closed,,,,,,,,,,,,,,
61409,5437,11-05-2025,2025,0,68872,Open,,,,,,,,,,,,,,
61441,5438,31-12-2021,2021,2,113763,Open,,,,,,,,,,,,,,
61463,5439,06-07-2022,2022,2,159747,Closed,,,,,,,,,,,,,,
61464,5440,19-11-2021,2021,2,333561,Closed,,,,,,,,,,,,,,
61472,5441,14-08-2022,2022,1,284663,Closed,,,,,,,,,,,,,,
61490,5442,30-07-2025,2025,0,199162,Open,,,,,,,,,,,,,,
61493,5443,18-03-2018,2018,5,20789,Closed,,,,,,,,,,,,,,
61495,5444,28-02-2019,2019,5,6725,Closed,,,,,,,,,,,,,,
61531,5445,18-05-2020,2020,5,78665,Closed,,,,,,,,,,,,,,
61539,5446,17-03-2024,2024,0,118228,Closed,,,,,,,,,,,,,,
61543,5447,17-03-2023,2023,0,38734,Closed,,,,,,,,,,,,,,
61554,5448,17-08-2021,2021,2,220955,Closed,,,,,,,,,,,,,,
61560,5449,02-01-2019,2019,6,6921,Closed,,,,,,,,,,,,,,
61599,5450,08-10-2023,2023,1,61731,Open,,,,,,,,,,,,,,
61599,5451,06-06-2023,2023,2,52396,Open,,,,,,,,,,,,,,
61607,5452,17-03-2023,2023,1,154453,Open,,,,,,,,,,,,,,
61607,5453,09-11-2022,2022,2,6904,Closed,,,,,,,,,,,,,,
61615,5454,27-08-2023,2023,0,142310,Open,,,,,,,,,,,,,,
61617,5455,17-11-2022,2022,3,23695,Closed,,,,,,,,,,,,,,
61621,5456,19-06-2021,2021,0,41107,Closed,,,,,,,,,,,,,,
61640,5457,03-06-2024,2024,0,35575,Open,,,,,,,,,,,,,,
61643,5458,30-05-2020,2020,3,9467,Closed,,,,,,,,,,,,,,
61657,5459,01-11-2019,2019,2,635178,Closed,,,,,,,,,,,,,,
61669,5460,11-01-2025,2025,0,16414,Open,,,,,,,,,,,,,,
61676,5461,21-10-2022,2022,2,29565,Open,,,,,,,,,,,,,,
61743,5462,27-07-2023,2023,1,19220,Open,,,,,,,,,,,,,,
61751,5463,29-09-2018,2018,0,14426,Closed,,,,,,,,,,,,,,
61768,5464,20-12-2023,2023,2,71049,Open,,,,,,,,,,,,,,
61778,5465,18-06-2022,2022,2,42326,Closed,,,,,,,,,,,,,,
61781,5466,23-12-2018,2018,6,30280,Closed,,,,,,,,,,,,,,
61782,5467,31-12-2020,2020,1,102302,Closed,,,,,,,,,,,,,,
61802,5468,24-11-2022,2022,1,179896,Closed,,,,,,,,,,,,,,
61810,5469,05-12-2019,2019,2,29844,Closed,,,,,,,,,,,,,,
61818,5470,08-08-2019,2019,0,501065,Closed,,,,,,,,,,,,,,
61822,5471,17-05-2024,2024,0,48870,Open,,,,,,,,,,,,,,
61824,5472,14-04-2018,2018,7,27873,Closed,,,,,,,,,,,,,,
61828,5473,13-10-2020,2020,5,134788,Closed,,,,,,,,,,,,,,
61851,5474,01-01-2024,2024,0,172251,Open,,,,,,,,,,,,,,
61885,5475,10-05-2023,2023,1,14039,Closed,,,,,,,,,,,,,,
61897,5476,01-09-2021,2021,1,421486,Closed,,,,,,,,,,,,,,
61898,5477,07-11-2019,2019,5,80265,Closed,,,,,,,,,,,,,,
61903,5478,23-07-2019,2019,5,13171,Closed,,,,,,,,,,,,,,
61907,5479,17-08-2018,2018,5,55507,Closed,,,,,,,,,,,,,,
61960,5480,19-12-2020,2020,0,75340,Closed,,,,,,,,,,,,,,
61971,5481,23-02-2023,2023,2,31140,Open,,,,,,,,,,,,,,
61978,5482,25-08-2020,2020,4,118572,Open,,,,,,,,,,,,,,
61983,5483,16-01-2022,2022,2,93058,Open,,,,,,,,,,,,,,
61986,5484,18-07-2021,2021,1,166916,Closed,,,,,,,,,,,,,,
61991,5485,21-07-2018,2018,1,35179,Closed,,,,,,,,,,,,,,
62007,5486,21-03-2021,2021,0,98823,Open,,,,,,,,,,,,,,
62008,5487,07-04-2024,2024,1,62983,Open,,,,,,,,,,,,,,
62045,5488,11-03-2024,2024,0,118167,Open,,,,,,,,,,,,,,
62068,5489,20-04-2021,2021,1,167275,Closed,,,,,,,,,,,,,,
62071,5490,10-02-2023,2023,2,73132,Closed,,,,,,,,,,,,,,
62076,5491,04-09-2021,2021,3,69214,Closed,,,,,,,,,,,,,,
62079,5492,13-01-2022,2022,2,139064,Closed,,,,,,,,,,,,,,
62084,5493,21-10-2019,2019,4,39163,Closed,,,,,,,,,,,,,,
62129,5494,25-07-2022,2022,1,114875,Open,,,,,,,,,,,,,,
62139,5495,04-10-2021,2021,1,396764,Closed,,,,,,,,,,,,,,
62161,5496,10-12-2019,2019,1,27285,Closed,,,,,,,,,,,,,,
62176,5497,28-11-2023,2023,2,114680,Open,,,,,,,,,,,,,,
62184,5498,04-06-2018,2018,6,58424,Closed,,,,,,,,,,,,,,
62196,5499,20-12-2022,2022,3,96905,Open,,,,,,,,,,,,,,
62205,5500,23-10-2020,2020,4,22445,Closed,,,,,,,,,,,,,,
62234,5501,06-11-2022,2022,3,103307,Closed,,,,,,,,,,,,,,
62245,5502,31-03-2024,2024,0,73852,Open,,,,,,,,,,,,,,
62245,5503,30-12-2023,2023,0,16123,Closed,,,,,,,,,,,,,,
62247,5504,27-11-2021,2021,2,114602,Open,,,,,,,,,,,,,,
62251,5505,16-05-2018,2018,2,62862,Closed,,,,,,,,,,,,,,
62255,5506,12-05-2020,2020,2,16658,Closed,,,,,,,,,,,,,,
62256,5507,30-07-2021,2021,4,164789,Closed,,,,,,,,,,,,,,
62261,5508,31-07-2020,2020,0,132000,Closed,,,,,,,,,,,,,,
62271,5509,30-04-2020,2020,5,129843,Open,,,,,,,,,,,,,,
62273,5510,05-03-2024,2024,1,40482,Open,,,,,,,,,,,,,,
62274,5511,02-12-2018,2018,5,7140,Closed,,,,,,,,,,,,,,
62292,5512,26-11-2022,2022,2,76621,Closed,,,,,,,,,,,,,,
62306,5513,22-09-2024,2024,1,44782,Open,,,,,,,,,,,,,,
62317,5514,12-06-2018,2018,5,26992,Closed,,,,,,,,,,,,,,
62325,5515,05-07-2022,2022,0,33739,Closed,,,,,,,,,,,,,,
62330,5516,12-04-2025,2025,0,568233,Closed,,,,,,,,,,,,,,
