accident_year,development_year,paid_amount,case_reserve
2019,6.0,4617,0
2018,5.0,14399,0
2018,7.0,4733,276258
2018,7.0,54525,221733
2018,7.0,25459,196274
2018,7.0,172001,24273
2018,7.0,21872,2401
2018,7.0,2401,0
2018,0.0,1501,26884
2018,0.0,11529,15355
2018,0.0,15355,0
2024,1.0,18456,68233
2024,1.0,15215,53018
2024,1.0,864,52154
2024,1.0,9898,42256
2021,0.0,20278,151521
2021,0.0,5505,146016
2021,0.0,10977,135039
2021,0.0,60351,74688
2021,0.0,33972,40716
2019,1.0,10065,38288
2019,1.0,38288,0
2024,0.0,726,16728
2024,0.0,200,16528
2024,0.0,2594,13934
2023,0.0,62851,0
2019,5.0,21912,64599
2019,5.0,6658,57941
2019,5.0,29818,28123
2024,0.0,28603,14816
2024,0.0,2228,12588
2024,0.0,25,12563
2019,4.0,31548,35097
2019,4.0,5761,29336
2019,4.0,12603,16733
2019,4.0,7527,9206
2019,4.0,9206,0
2020,3.0,1333,15539
2020,3.0,5233,10306
2020,3.0,3237,7069
2020,3.0,7069,0
2025,0.0,3323,40309
2025,0.0,16637,23672
2025,0.0,7924,15748
2025,0.0,2130,13618
2025,0.0,5717,7901
2025,0.0,7901,0
2022,0.0,3734,4360
2022,0.0,965,3395
2022,0.0,1028,2367
2018,3.0,13527,0
2024,1.0,2509,52278
2024,1.0,26379,25899
2024,1.0,16491,9408
2024,1.0,1976,7432
2024,0.0,6367,38874
2024,0.0,14703,24171
2024,0.0,5029,19142
2024,0.0,6925,12217
2024,0.0,520,11697
2019,3.0,45590,0
2018,6.0,16396,24195
2018,6.0,10208,13987
2018,6.0,2225,11762
2018,6.0,5880,5882
2018,6.0,1779,4103
2018,6.0,4103,0
2021,1.0,21072,12562
2020,4.0,39297,89898
2020,4.0,4698,85200
2020,4.0,35695,49505
2020,4.0,49505,0
2021,3.0,4919,62995
2021,3.0,9636,53359
2021,3.0,1315,52044
2021,3.0,8625,43419
2023,2.0,30249,8709
2023,2.0,8709,0
2021,1.0,6250,233413
2021,1.0,2391,231022
2021,1.0,29862,201160
2021,1.0,105068,96092
2021,1.0,3032,93060
2022,2.0,12123,17307
2022,3.0,10296,184091
2022,3.0,14934,169157
2022,3.0,184,168973
2022,3.0,17484,151489
2022,3.0,7323,144166
2020,5.0,2368,97110
2020,5.0,82280,14830
2020,5.0,14830,0
2020,2.0,265287,0
2019,0.0,114937,131503
2019,0.0,94895,36608
2019,0.0,13984,22624
2019,0.0,8164,14460
2019,0.0,14460,0
2022,2.0,17970,189668
2022,2.0,17876,171792
2022,2.0,43404,128388
2022,2.0,38883,89505
2022,2.0,9757,79748
2022,2.0,2149,77599
2023,0.0,5932,19843
2023,0.0,3280,16563
2023,0.0,5241,11322
2023,0.0,7145,4177
2022,1.0,9738,96188
2022,1.0,860,95328
2022,1.0,2484,92844
2022,1.0,15270,77574
2022,1.0,17423,60151
2023,1.0,56933,52878
2024,1.0,56701,34861
2024,1.0,34861,0
2024,1.0,67363,295556
2024,1.0,5921,289635
2024,1.0,47852,241783
2024,1.0,2627,239156
2024,1.0,100749,138407
2019,5.0,3393,42066
2019,5.0,11931,30135
2019,5.0,1171,28964
2019,5.0,12591,16373
2019,5.0,16373,0
2025,0.0,6280,72844
2025,0.0,17402,55442
2025,0.0,2294,53148
2025,0.0,26088,27060
2022,2.0,3794,67058
2022,2.0,14774,52284
2021,0.0,47640,157009
2021,0.0,53921,103088
2021,0.0,71455,31633
2021,0.0,6229,25404
2021,0.0,25404,0
2020,1.0,274083,0
2021,0.0,26052,22802
2021,0.0,6366,16436
2021,0.0,16436,0
2022,2.0,5885,23983
2022,2.0,7747,16236
2022,2.0,1355,14881
2022,2.0,14881,0
2019,4.0,34803,83762
2019,4.0,30544,53218
2019,4.0,7716,45502
2019,4.0,23759,21743
2019,4.0,21743,0
2021,0.0,37216,29193
2021,0.0,29193,0
2019,5.0,17562,53482
2019,5.0,4740,48742
2019,5.0,48742,0
2021,4.0,9560,71931
2021,4.0,26964,44967
2021,4.0,3166,41801
2021,4.0,33416,8385
2021,4.0,4939,3446
2021,4.0,3446,0
2022,0.0,3587,5036
2022,0.0,3553,1483
2022,0.0,524,959
2022,0.0,959,0
2019,1.0,99329,0
2021,2.0,8298,63090
2021,2.0,11987,51103
2021,2.0,37044,14059
2021,2.0,14059,0
2023,0.0,30157,47671
2023,0.0,47671,0
2020,5.0,5168,33892
2020,5.0,8090,25802
2020,5.0,17603,8199
2020,5.0,8199,0
2022,2.0,23499,218217
2022,2.0,35473,182744
2022,2.0,54879,127865
2022,2.0,13749,114116
2022,2.0,27903,86213
2021,2.0,54382,0
2019,4.0,299787,0
2021,0.0,152285,0
2023,0.0,55423,57490
2023,0.0,12361,45129
2021,4.0,16416,328669
2021,4.0,110176,218493
2021,4.0,32795,185698
2021,4.0,87713,97985
2021,4.0,12314,85671
2021,4.0,85671,0
2022,3.0,682306,403274
2022,3.0,403274,0
2022,2.0,151340,278898
2022,2.0,211894,67004
2022,2.0,67004,0
2024,1.0,37768,42090
2024,1.0,36,42054
2024,1.0,7806,34248
2024,1.0,20907,13341
2024,0.0,7656,15859
2021,2.0,23621,20154
2021,2.0,2422,17732
2021,3.0,16988,61767
2021,3.0,22221,39546
2021,3.0,16475,23071
2021,3.0,7212,15859
2021,3.0,15859,0
2022,0.0,40538,98382
2022,0.0,6571,91811
2022,0.0,4351,87460
2022,0.0,35611,51849
2022,2.0,33325,95121
2022,2.0,72456,22665
2022,2.0,6412,16253
2022,2.0,9188,7065
2022,2.0,7065,0
2024,1.0,15900,17187
2024,1.0,3511,13676
2024,1.0,2571,11105
2024,1.0,11105,0
2020,4.0,16513,18583
2020,4.0,6153,12430
2020,4.0,12430,0
2020,1.0,39045,40852
2020,1.0,16098,24754
2020,1.0,14882,9872
2020,1.0,9872,0
2022,0.0,254049,420320
2022,0.0,157612,262708
2022,0.0,53411,209297
2022,0.0,40536,168761
2025,0.0,388,64652
2025,0.0,4327,60325
2025,0.0,5546,54779
2025,0.0,4735,50044
2023,2.0,28411,32379
2023,2.0,25214,7165
2023,2.0,7165,0
2023,1.0,492,58846
2023,1.0,22622,36224
2023,1.0,6020,30204
2025,0.0,576055,1572875
2025,0.0,410720,1162155
2025,0.0,154896,1007259
2019,6.0,22760,39467
2019,6.0,6247,33220
2019,6.0,21898,11322
2024,0.0,20972,45973
2024,0.0,1400,44573
2021,3.0,7606,136984
2021,3.0,108627,28357
2021,3.0,28357,0
2020,4.0,6235,3101
2020,4.0,258,2843
2020,4.0,149,2694
2020,4.0,2694,0
2018,7.0,8838,62985
2018,7.0,62985,0
2019,1.0,7477,24174
2019,1.0,17154,7020
2019,1.0,7020,0
2019,1.0,9719,8415
2019,1.0,8415,0
2022,0.0,27081,3801
2022,0.0,3801,0
2025,0.0,12727,230798
2025,0.0,193107,37691
2025,0.0,23375,162432
2025,0.0,53185,109247
2024,1.0,17909,76055
2024,1.0,10436,65619
2024,1.0,863,64756
2024,1.0,23088,41668
2024,1.0,41668,0
2021,4.0,6045,43835
2021,4.0,8287,35548
2021,4.0,19524,16024
2021,4.0,10797,5227
2021,4.0,5227,0
2024,0.0,74717,161961
2024,0.0,25529,136432
2024,0.0,13885,122547
2024,0.0,56706,65841
2024,0.0,65841,0
2020,3.0,36238,198059
2020,3.0,198059,0
2020,1.0,4426,186817
2020,1.0,31864,154953
2020,1.0,54819,100134
2020,1.0,37899,62235
2020,1.0,8008,54227
2020,1.0,54227,0
2020,4.0,2612,17322
2020,4.0,33,17289
2020,4.0,390,16899
2020,4.0,5244,11655
2020,4.0,3613,8042
2020,4.0,894,7148
2020,1.0,15395,167737
2020,1.0,31947,135790
2020,1.0,88857,46933
2020,1.0,25338,21595
2020,1.0,20858,737
2020,1.0,737,0
2020,0.0,34869,75351
2020,0.0,26525,48826
2020,0.0,28467,20359
2020,0.0,20103,256
2020,0.0,256,0
2023,2.0,8709,37792
2023,2.0,2237,35555
2023,2.0,714,34841
2023,2.0,4943,29898
2023,2.0,5391,24507
2018,5.0,305427,0
2022,3.0,17720,156017
2022,3.0,12948,143069
2022,3.0,6517,136552
2023,2.0,33611,0
2021,3.0,4721,22399
2021,3.0,1117,21282
2021,3.0,1250,20032
2021,2.0,45044,49968
2021,2.0,49968,0
2023,1.0,1650,24499
2023,1.0,16305,8194
2019,4.0,128264,6942
2019,4.0,6942,0
2023,2.0,12516,9668
2020,5.0,115409,43118
2020,5.0,43118,0
2018,1.0,80698,228041
2018,1.0,129266,98775
2018,1.0,33654,65121
2018,1.0,36726,28395
2018,1.0,5845,22550
2018,1.0,22550,0
2020,5.0,37096,6722
2020,5.0,6722,0
2021,2.0,2656,9336
2021,2.0,1196,8140
2021,2.0,1251,6889
2021,2.0,1755,5134
2021,2.0,2017,3117
2021,2.0,3117,0
2022,3.0,38929,84892
2022,3.0,78102,6790
2022,3.0,6790,0
2023,0.0,7322,2694
2023,0.0,710,1984
2023,0.0,482,1502
2023,0.0,1502,0
2023,1.0,22238,61486
2023,1.0,4939,56547
2023,1.0,16270,40277
2023,1.0,16900,23377
2023,1.0,7416,15961
2023,1.0,15961,0
2022,1.0,79101,34316
2022,1.0,34316,0
2021,4.0,2145,39951
2021,4.0,3677,36274
2021,4.0,6585,29689
2021,4.0,6844,22845
2021,4.0,20784,2061
2021,4.0,2061,0
2022,1.0,1104,7840
2022,1.0,451,7389
2022,1.0,1605,5784
2022,1.0,1476,4308
2022,1.0,1000,3308
2022,1.0,587,2721
2025,0.0,11004,105284
2025,0.0,40686,64598
2025,0.0,16961,47637
2020,4.0,4826,80658
2020,4.0,14106,66552
2020,4.0,7013,59539
2020,4.0,18068,41471
2020,4.0,18261,23210
2020,4.0,23210,0
2020,1.0,63652,39697
2020,1.0,39697,0
2023,2.0,16063,20252
2023,2.0,8538,11714
2023,2.0,2573,9141
2023,2.0,244,8897
2023,2.0,2462,6435
2023,2.0,6435,0
2022,0.0,1063,20268
2022,0.0,552,19716
2022,0.0,7090,12626
2022,0.0,3973,8653
2022,0.0,8653,0
2020,0.0,219,19677
2020,0.0,333,19344
2020,0.0,5273,14071
2020,0.0,220,13851
2020,0.0,2173,11678
2020,4.0,62350,220458
2020,4.0,49709,170749
2020,4.0,50975,119774
2020,4.0,119774,0
2022,1.0,5747,11935
2022,1.0,690,11245
2021,4.0,13683,61876
2021,4.0,33422,28454
2021,4.0,3400,25054
2021,4.0,5163,19891
2021,4.0,19891,0
2020,2.0,835147,91013
2020,2.0,91013,0
2020,4.0,24634,0
2019,6.0,44753,786
2019,6.0,786,0
2023,1.0,79303,110819
2023,1.0,83660,27159
2022,0.0,20529,48038
2022,0.0,13126,34912
2022,0.0,25129,9783
2022,3.0,10941,28949
2022,3.0,612,28337
2021,4.0,3401,16353
2021,4.0,1295,15058
2021,4.0,1340,13718
2021,4.0,4382,9336
2022,0.0,4334,61919
2022,0.0,10445,51474
2022,0.0,29779,21695
2022,0.0,7878,13817
2022,0.0,8672,5145
2022,0.0,5145,0
2018,4.0,21359,82042
2018,4.0,3369,78673
2018,4.0,10592,68081
2018,4.0,52464,15617
2018,4.0,15617,0
2020,5.0,8132,26320
2020,5.0,13723,12597
2020,5.0,10747,1850
2020,5.0,1850,0
2019,0.0,5886,25752
2019,0.0,10216,15536
2019,0.0,8964,6572
2019,0.0,3425,3147
2019,0.0,3147,0
2022,2.0,3512,25846
2022,2.0,592,25254
2022,2.0,12052,13202
2022,2.0,948,12254
2022,2.0,1196,11058
2022,2.0,1011,10047
2025,0.0,12168,12276
2021,0.0,150124,0
2021,4.0,2353,51945
2021,4.0,453,51492
2021,4.0,7956,43536
2021,4.0,10505,33031
2021,4.0,17568,15463
2021,4.0,6350,9113
2021,3.0,299175,69319
2021,3.0,69319,0
2018,7.0,10525,74618
2018,7.0,28000,46618
2018,7.0,22943,23675
2018,7.0,23675,0
2020,3.0,2560,15626
2020,3.0,653,14973
2020,3.0,7173,7800
2020,3.0,7800,0
2024,1.0,12528,23338
2024,1.0,697,22641
2024,1.0,7834,14807
2024,1.0,6638,8169
2025,0.0,88061,160271
2025,0.0,130049,30222
2025,0.0,2665,27557
2019,4.0,39006,0
2024,0.0,3070,271834
2024,0.0,119229,152605
2024,0.0,13267,139338
2024,0.0,53970,85368
2020,0.0,37737,61520
2020,0.0,3283,58237
2020,0.0,56250,1987
2020,0.0,1987,0
2023,1.0,28268,171368
2023,1.0,10221,161147
2023,1.0,118903,42244
2023,1.0,42244,0
2022,0.0,13728,0
2023,2.0,5205,17147
2023,2.0,323,16824
2023,2.0,815,16009
2023,2.0,996,15013
2023,2.0,2578,12435
2021,4.0,101218,0
2025,0.0,61271,158264
2025,0.0,30482,127782
2025,0.0,5965,31587
2025,0.0,5132,26455
2025,0.0,19027,7428
2025,0.0,7428,0
2018,7.0,350975,0
2022,3.0,8629,67287
2022,3.0,67287,0
2019,6.0,83990,95791
2019,6.0,95791,0
2018,3.0,14662,304292
2018,3.0,89909,214383
2018,3.0,214383,0
2021,0.0,2019,27349
2021,0.0,11474,15875
2021,0.0,6780,9095
2021,0.0,9095,0
2020,2.0,22870,18857
2020,2.0,18857,0
2022,1.0,10813,25830
2022,1.0,8661,17169
2022,1.0,2409,14760
2022,1.0,14760,0
2024,1.0,74754,115522
2024,1.0,792,114730
2024,1.0,70254,44476
2024,0.0,42219,85306
2024,0.0,67651,17655
2024,0.0,17655,0
2018,3.0,16290,32987
2018,3.0,30040,2947
2018,3.0,2947,0
2024,0.0,23846,52982
2018,5.0,9226,182965
2018,5.0,3001,179964
2018,5.0,32676,147288
2018,5.0,10920,136368
2018,5.0,53789,82579
2018,5.0,82579,0
2022,3.0,85903,3904
2022,3.0,2025,1879
2022,3.0,1879,0
2019,0.0,4145,19617
2019,0.0,1772,17845
2019,0.0,13970,3875
2019,0.0,3875,0
2018,2.0,13298,34662
2018,2.0,8749,25913
2018,2.0,25913,0
2021,0.0,9133,61464
2021,0.0,8467,52997
2021,0.0,8468,44529
2021,0.0,32844,11685
2021,0.0,1442,10243
2021,0.0,10243,0
2021,0.0,57478,299523
2021,0.0,51725,247798
2021,0.0,75356,172442
2021,0.0,95880,76562
2021,0.0,41036,35526
2021,0.0,35526,0
2019,2.0,14735,54281
2019,2.0,19968,34313
2019,2.0,12621,21692
2019,2.0,21692,0
2020,1.0,19553,45470
2020,1.0,32408,13062
2020,1.0,5381,7681
2020,1.0,5537,2144
2020,1.0,2144,0
2023,2.0,379654,157361
2023,2.0,99330,58031
2018,6.0,14720,11863
2018,6.0,506,11357
2018,6.0,741,10616
2018,6.0,1401,9215
2018,6.0,1825,7390
2018,6.0,7390,0
2024,0.0,11835,97174
2024,0.0,16602,80572
2024,0.0,9919,70653
2024,0.0,1463,69190
2019,0.0,24069,22760
2019,0.0,22760,0
2019,3.0,42059,0
2018,2.0,6736,24029
2018,2.0,13576,10453
2018,2.0,5778,4675
2018,2.0,4675,0
2024,0.0,27949,49446
2024,0.0,2082,47364
2024,0.0,4359,43005
2024,0.0,1673,41332
2024,0.0,4663,36669
2024,0.0,2643,34026
2024,0.0,23449,16435
2024,0.0,5882,10553
2023,0.0,71711,0
2023,0.0,14655,17218
2023,0.0,974,16244
2023,0.0,10985,5259
2021,0.0,44820,40733
2019,1.0,67789,0
2021,1.0,8898,94488
2021,1.0,520,93968
2021,1.0,1822,92146
2021,1.0,33081,59065
2021,1.0,46881,12184
2021,1.0,12184,0
2024,1.0,389,29463
2024,1.0,7012,22451
2024,1.0,3783,18668
2019,1.0,94543,0
2019,0.0,39368,59709
2019,0.0,3814,55895
2019,0.0,23290,32605
2019,0.0,32605,0
2023,1.0,3136,35795
2023,1.0,5370,30425
2023,1.0,5498,24927
2020,0.0,93979,730871
2020,0.0,467943,262928
2020,0.0,48782,214146
2020,0.0,214146,0
2021,3.0,46246,21822
2021,3.0,21822,0
2020,4.0,34155,76716
2020,4.0,22636,54080
2020,4.0,17170,36910
2020,4.0,36910,0
2018,6.0,19282,83286
2018,6.0,5677,77609
2018,6.0,27273,50336
2018,6.0,50336,0
2023,0.0,644,19400
2023,0.0,1020,18380
2023,0.0,416,17964
2023,0.0,2370,15594
2023,0.0,225,15369
2021,3.0,955,125264
2021,3.0,44132,81132
2021,3.0,81132,0
2024,0.0,167096,94524
2024,0.0,53865,40659
2024,0.0,34207,6452
2024,0.0,6452,0
2021,3.0,17749,16910
2021,3.0,383,16527
2021,3.0,6750,9777
2021,3.0,7733,2044
2021,3.0,2044,0
2024,0.0,4515,22423
2024,0.0,9598,12825
2024,0.0,4386,8439
2024,0.0,1195,7244
2024,0.0,1501,5743
2024,0.0,1973,3770
2020,4.0,22497,35140
2024,1.0,89644,332366
2024,1.0,173085,159281
2019,1.0,7763,102721
2019,1.0,31623,71098
2019,1.0,65591,5507
2019,1.0,5507,0
2025,0.0,62197,64719
2025,0.0,14840,49879
2025,0.0,49879,0
2019,6.0,24196,19323
2019,6.0,14853,4470
2019,6.0,4470,0
2022,2.0,89019,22084
2022,2.0,22084,0
2022,2.0,404,13407
2022,2.0,4637,8770
2022,2.0,108,8662
2022,2.0,3011,5651
2022,2.0,5651,0
2023,0.0,15409,60405
2023,0.0,125,60280
2023,0.0,7501,52779
2023,0.0,16662,36117
2023,0.0,7042,29075
2023,0.0,17893,11182
2023,1.0,12243,81509
2023,1.0,4174,77335
2023,1.0,10276,67059
2023,1.0,8136,58923
2023,1.0,8714,50209
2022,0.0,1573,20416
2022,0.0,5924,14492
2022,0.0,14492,0
2020,0.0,17905,251810
2020,0.0,134424,117386
2020,0.0,2251,115135
2020,0.0,96988,18147
2020,0.0,18147,0
2019,2.0,3371,64626
2019,2.0,13367,51259
2019,2.0,2541,48718
2019,2.0,20709,28009
2019,2.0,11635,16374
2018,0.0,20176,115705
2018,0.0,11079,104626
2018,0.0,75572,29054
2018,0.0,26171,2883
2018,0.0,2883,0
2021,3.0,20778,53223
2021,3.0,6202,47021
2021,3.0,11376,35645
2021,3.0,35645,0
2024,0.0,28253,106945
2019,3.0,27602,67585
2019,3.0,10907,56678
2019,3.0,46648,10030
2019,3.0,10030,0
2021,3.0,3026,12884
2021,3.0,1231,11653
2021,3.0,11653,0
2019,1.0,310159,118242
2019,1.0,30931,87311
2019,1.0,23875,63436
2019,1.0,63436,0
2020,5.0,16860,95281
2020,5.0,95281,0
2019,5.0,8345,35072
2019,5.0,17280,17792
2019,5.0,17792,0
2020,4.0,577,119560
2020,4.0,22479,97081
2020,4.0,49938,47143
2020,4.0,47143,0
2024,1.0,51302,63812
2024,1.0,3662,60150
2024,1.0,43146,17004
2021,3.0,90227,100370
2020,1.0,167152,508497
2020,1.0,122080,386417
2020,1.0,67589,318828
2020,1.0,128669,190159
2020,1.0,190159,0
2019,2.0,254,81619
2019,2.0,23748,57871
2019,2.0,7806,50065
2019,2.0,11464,38601
2019,2.0,19741,18860
2019,2.0,18860,0
2024,1.0,166750,79331
2024,1.0,32724,46607
2022,3.0,23894,64646
2022,3.0,22918,41728
2022,3.0,7146,34582
2022,3.0,11384,23198
2022,3.0,23198,0
2022,1.0,229084,0
2020,3.0,7916,0
2019,2.0,8864,29696
2019,2.0,9789,19907
2019,2.0,1435,18472
2019,2.0,18472,0
2018,2.0,1369,11128
2018,2.0,116,11012
2018,2.0,1207,9805
2018,2.0,4011,5794
2018,2.0,1019,4775
2018,2.0,1422,3353
2019,0.0,17526,44708
2019,0.0,19320,25388
2019,0.0,1966,23422
2019,0.0,23422,0
2018,3.0,21819,338753
2018,3.0,31248,307505
2018,3.0,21268,286237
2018,3.0,77601,208636
2018,3.0,158712,49924
2018,3.0,49924,0
2025,0.0,1347,40716
2025,0.0,420,40296
2025,0.0,8291,32005
2024,1.0,62200,166119
2024,1.0,36106,130013
2024,1.0,40159,89854
2024,1.0,58967,30887
2024,1.0,19022,11865
2024,1.0,11865,0
2021,2.0,2655,30685
2021,2.0,12985,17700
2021,2.0,14337,3363
2021,2.0,3363,0
2023,2.0,503010,0
2025,0.0,8719,41981
2025,0.0,2480,39501
2025,0.0,23308,16193
2025,0.0,52,16141
2025,0.0,16141,0
2019,0.0,35228,171520
2019,0.0,8718,162802
2019,0.0,2143,160659
2023,2.0,6363,62617
2023,2.0,2174,60443
2023,2.0,6689,53754
2019,3.0,1401,130052
2019,3.0,54230,75822
2019,3.0,53348,22474
2019,3.0,22474,0
2022,1.0,7607,72785
2022,1.0,9957,62828
2022,1.0,32897,29931
2022,1.0,5177,24754
2022,1.0,6322,18432
2023,0.0,11209,0
2022,1.0,12204,9859
2022,1.0,1326,8533
2022,1.0,4842,3691
2022,1.0,3691,0
2023,1.0,6616,26258
2023,1.0,26258,0
2019,2.0,50609,0
2021,4.0,13508,32485
2021,4.0,32485,0
2019,0.0,434,16421
2019,0.0,2592,13829
2019,0.0,4014,9815
2019,0.0,677,9138
2019,0.0,9138,0
2023,0.0,200,7269
2023,0.0,75,7194
2023,0.0,1140,6054
2023,0.0,1048,5006
2023,0.0,1205,3801
2023,0.0,326,3475
2022,0.0,1593,6249
2022,0.0,1029,5220
2022,0.0,1226,3994
2022,1.0,31052,63142
2022,1.0,5599,57543
2022,1.0,9770,47773
2022,1.0,2710,45063
2018,0.0,19582,14069
2018,0.0,599,13470
2018,0.0,1553,11917
2020,0.0,33938,62064
2020,0.0,17160,44904
2020,0.0,19303,25601
2020,0.0,5925,19676
2020,0.0,4059,15617
2020,0.0,15617,0
2019,1.0,3615,55416
2019,1.0,20910,34506
2019,1.0,15362,19144
2019,1.0,12075,7069
2019,1.0,7069,0
2019,2.0,65221,193186
2019,2.0,47999,145187
2019,2.0,145187,0
2020,3.0,118023,56422
2021,2.0,1234,248796
2021,2.0,167106,81690
2021,2.0,69654,12036
2021,2.0,12036,0
2022,0.0,41132,52278
2022,0.0,6110,46168
2022,0.0,4994,41174
2022,0.0,20785,20389
2022,0.0,20389,0
2022,0.0,195,93191
2022,0.0,30220,62971
2022,0.0,17040,45931
2022,0.0,21815,24116
2022,0.0,24116,0
2024,1.0,2869,91319
2024,1.0,8981,82338
2024,1.0,19538,62800
2020,2.0,14480,181019
2020,2.0,25840,155179
2020,2.0,27543,127636
2020,2.0,57034,70602
2020,2.0,65836,4766
2020,2.0,4766,0
2019,4.0,4001,34062
2019,4.0,6198,27864
2019,4.0,2440,25424
2019,4.0,6290,19134
2019,4.0,993,18141
2019,4.0,11049,7092
2018,6.0,82635,29054
2018,6.0,29054,0
2022,2.0,17791,38841
2024,1.0,23168,240581
2024,1.0,6240,234341
2024,1.0,6085,228256
2024,1.0,13090,215166
2024,1.0,4334,210832
2024,1.0,1518,209314
2018,7.0,40855,0
2021,4.0,15390,167314
2021,4.0,1374,165940
2021,4.0,61462,104478
2021,4.0,104478,0
2022,2.0,53878,0
2022,1.0,84525,68147
2022,1.0,296,67851
2022,1.0,26340,41511
2022,1.0,13385,28126
2022,1.0,28126,0
2022,0.0,32662,119681
2022,0.0,18013,101668
2022,0.0,82758,18910
2022,0.0,16094,2816
2022,0.0,2816,0
2022,2.0,6919,30283
2022,2.0,389,29894
2022,2.0,719,29175
2022,2.0,20,29155
2022,2.0,4495,24660
2022,2.0,1184,23476
2024,1.0,25682,82262
2022,3.0,18668,3194
2022,3.0,3194,0
2023,1.0,25243,91202
2023,1.0,68682,22520
2023,1.0,16570,5950
2023,1.0,5950,0
2023,1.0,8613,26703
2023,1.0,2669,24034
2023,1.0,5245,18789
2023,1.0,2780,16009
2023,1.0,11843,4166
2023,1.0,4166,0
2023,0.0,35617,170693
2023,0.0,23258,147435
2023,0.0,42459,104976
2023,0.0,84726,20250
2023,0.0,20250,0
2018,3.0,27218,140759
2018,3.0,63576,77183
2018,3.0,6235,70948
2018,3.0,31466,39482
2018,3.0,29526,9956
2018,3.0,9956,0
2018,5.0,69756,132945
2018,5.0,47327,85618
2018,5.0,17674,67944
2018,5.0,25169,42775
2018,5.0,42775,0
2024,1.0,18744,75527
2024,1.0,75527,0
2020,3.0,37423,27006
2020,3.0,27006,0
2020,0.0,13556,15624
2020,0.0,11840,3784
2020,0.0,3784,0
2025,0.0,4433,19691
2025,0.0,152,19539
2025,0.0,394,19145
2023,0.0,8500,76786
2023,0.0,22365,54421
2023,0.0,31083,23338
2023,0.0,22343,995
2023,0.0,995,0
2022,1.0,7227,17680
2022,1.0,6284,11396
2022,1.0,2044,9352
2022,1.0,9352,0
2021,2.0,42216,61965
2021,2.0,5409,56556
2021,2.0,12008,44548
2021,2.0,18966,25582
2021,2.0,25582,0
2024,1.0,211,109371
2024,1.0,14514,94857
2024,1.0,59771,35086
2024,1.0,12465,22621
2024,1.0,8600,14021
2025,0.0,3439,37398
2025,0.0,6801,30597
2025,0.0,5203,25394
2025,0.0,13200,12194
2025,0.0,4509,7685
2023,2.0,19516,39860
2023,2.0,3152,36708
2023,2.0,27836,8872
2023,2.0,8872,0
2021,2.0,2315,25668
2021,2.0,12878,12790
2021,3.0,127431,33751
2021,3.0,22870,10881
2021,3.0,10881,0
2024,1.0,1994,43330
2024,1.0,22798,20532
2024,1.0,3661,16871
2024,1.0,2362,14509
2024,1.0,3609,10900
2024,1.0,10900,0
2020,0.0,83588,102758
2020,0.0,20997,81761
2020,0.0,28773,52988
2020,0.0,52988,0
2022,2.0,24030,64505
2022,2.0,3638,60867
2022,2.0,16970,43897
2022,2.0,20929,22968
2021,3.0,26327,19428
2021,3.0,13406,6022
2020,0.0,846,19463
2020,0.0,12845,6618
2020,0.0,6618,0
2018,7.0,11195,254416
2018,7.0,27303,227113
2018,7.0,76655,150458
2018,7.0,6740,143718
2018,7.0,47656,96062
2018,7.0,96062,0
2022,1.0,22197,98624
2022,1.0,755,97869
2022,1.0,5679,92190
2022,1.0,5031,87159
2020,2.0,7299,302777
2020,2.0,152689,150088
2020,2.0,117866,32222
2020,2.0,21702,10520
2020,2.0,10520,0
2024,0.0,42003,35042
2024,0.0,8641,26401
2024,0.0,11545,14856
2024,0.0,14819,37
2024,0.0,37,0
2021,3.0,75895,118172
2021,3.0,104811,13361
2021,3.0,13361,0
2023,1.0,26134,31616
2022,2.0,111182,27265
2022,2.0,27265,0
2021,0.0,1916,1450
2021,0.0,488,962
2021,3.0,9905,46830
2021,3.0,8945,37885
2021,3.0,7370,30515
2021,3.0,12634,17881
2021,3.0,5228,12653
2021,3.0,12653,0
2020,3.0,58067,27044
2020,3.0,27044,0
2023,2.0,8239,39808
2023,2.0,5241,34567
2023,2.0,4556,30011
2023,2.0,15619,14392
2023,2.0,10093,4299
2023,2.0,4299,0
2018,1.0,20965,14154
2018,1.0,14154,0
2019,6.0,27382,0
2023,2.0,2925,4681
2021,0.0,2741,181466
2021,0.0,52809,128657
2021,0.0,80783,47874
2021,0.0,13913,33961
2021,0.0,24502,9459
2021,0.0,9459,0
2023,1.0,6714,55244
2023,1.0,9021,46223
2023,1.0,4727,41496
2023,1.0,2061,39435
2024,0.0,6577,33651
2024,0.0,8479,25172
2024,0.0,3387,21785
2024,0.0,14490,7295
2024,0.0,7295,0
2019,3.0,346,9504
2019,3.0,3109,6395
2019,3.0,3040,3355
2019,3.0,411,2944
2019,3.0,2944,0
2023,0.0,7454,7682
2023,0.0,805,6877
2023,0.0,2326,4551
2023,0.0,14331,246752
2023,0.0,50358,196394
2023,0.0,1583,194811
2023,0.0,31177,163634
2023,0.0,8758,154876
2023,0.0,43155,111721
2023,1.0,13587,19748
2023,1.0,17550,2198
2023,1.0,2198,0
2023,1.0,6248,120227
2023,1.0,12453,107774
2023,1.0,446,107328
2023,1.0,2659,104669
2023,1.0,2959,101710
2023,1.0,5348,96362
2025,0.0,113608,103213
2025,0.0,103213,0
2024,0.0,3641,120434
2024,0.0,19623,100811
2024,0.0,22574,78237
2024,0.0,3863,74374
2024,0.0,62104,47042
